premise,hypothesis,prediction,pred_label,gold_label
"If it is Denise who sounded like Helen, it's okay",Exactly one person sounded like that museum.,"{'entailment': 0.1, 'neutral': 1.6, 'contradiction': 98.2}",contradiction,neutral
It isn't Denise who sounded like Helen.,It is Denise who sounded like Helen.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Denise who sounded like Helen?,It is Denise who sounded like Helen.,"{'entailment': 1.7, 'neutral': 97.0, 'contradiction': 1.3}",neutral,neutral
It might be Denise who sounded like Helen.,It is Denise who sounded like Helen.,"{'entailment': 5.0, 'neutral': 91.6, 'contradiction': 3.4}",neutral,neutral
"If it is Denise who sounded like Helen, it's okay",It is Denise who sounded like Helen.,"{'entailment': 51.4, 'neutral': 47.9, 'contradiction': 0.8}",entailment,neutral
It is Charles that has ordered Tammy to know David.,Exactly one person has ordered Tammy to know David.,"{'entailment': 54.8, 'neutral': 40.2, 'contradiction': 5.0}",entailment,entailment
It is Charles that has ordered Tammy to know David.,More than one person has ordered Tammy to know David.,"{'entailment': 2.3, 'neutral': 95.1, 'contradiction': 2.6}",contradiction,contradiction
It is Charles that has ordered Tammy to know David.,Exactly one person has ordered these legislatures to reunite.,"{'entailment': 10.7, 'neutral': 77.0, 'contradiction': 12.3}",contradiction,neutral
It isn't Charles that has ordered Tammy to know David.,Exactly one person has ordered Tammy to know David.,"{'entailment': 0.2, 'neutral': 0.8, 'contradiction': 99.0}",contradiction,entailment
It isn't Charles that has ordered Tammy to know David.,More than one person has ordered Tammy to know David.,"{'entailment': 95.4, 'neutral': 4.5, 'contradiction': 0.1}",entailment,contradiction
It isn't Charles that has ordered Tammy to know David.,Exactly one person has ordered these legislatures to reunite.,"{'entailment': 0.0, 'neutral': 0.5, 'contradiction': 99.5}",contradiction,neutral
Is it Charles that has ordered Tammy to know David?,Exactly one person has ordered Tammy to know David.,"{'entailment': 1.3, 'neutral': 64.4, 'contradiction': 34.3}",contradiction,entailment
Is it Charles that has ordered Tammy to know David?,More than one person has ordered Tammy to know David.,"{'entailment': 14.6, 'neutral': 84.6, 'contradiction': 0.8}",neutral,contradiction
Is it Charles that has ordered Tammy to know David?,Exactly one person has ordered these legislatures to reunite.,"{'entailment': 0.6, 'neutral': 21.7, 'contradiction': 77.7}",contradiction,neutral
It might be Charles that has ordered Tammy to know David.,Exactly one person has ordered Tammy to know David.,"{'entailment': 2.1, 'neutral': 64.7, 'contradiction': 33.2}",contradiction,entailment
It might be Charles that has ordered Tammy to know David.,More than one person has ordered Tammy to know David.,"{'entailment': 6.9, 'neutral': 92.0, 'contradiction': 1.0}",neutral,contradiction
It might be Charles that has ordered Tammy to know David.,Exactly one person has ordered these legislatures to reunite.,"{'entailment': 1.4, 'neutral': 35.8, 'contradiction': 62.8}",contradiction,neutral
"If it is Charles that has ordered Tammy to know David, it's okay",Exactly one person has ordered Tammy to know David.,"{'entailment': 3.4, 'neutral': 84.1, 'contradiction': 12.5}",contradiction,entailment
"If it is Charles that has ordered Tammy to know David, it's okay",More than one person has ordered Tammy to know David.,"{'entailment': 3.8, 'neutral': 95.0, 'contradiction': 1.2}",neutral,contradiction
"If it is Charles that has ordered Tammy to know David, it's okay",Exactly one person has ordered these legislatures to reunite.,"{'entailment': 2.0, 'neutral': 50.9, 'contradiction': 47.1}",contradiction,neutral
It isn't Charles that has ordered Tammy to know David.,It is Charles that has ordered Tammy to know David.,"{'entailment': 0.1, 'neutral': 0.2, 'contradiction': 99.6}",contradiction,contradiction
Is it Charles that has ordered Tammy to know David?,It is Charles that has ordered Tammy to know David.,"{'entailment': 4.0, 'neutral': 94.7, 'contradiction': 1.4}",neutral,neutral
It might be Charles that has ordered Tammy to know David.,It is Charles that has ordered Tammy to know David.,"{'entailment': 6.9, 'neutral': 89.0, 'contradiction': 4.1}",neutral,neutral
"If it is Charles that has ordered Tammy to know David, it's okay",It is Charles that has ordered Tammy to know David.,"{'entailment': 62.2, 'neutral': 37.2, 'contradiction': 0.6}",entailment,neutral
It is Omar who does drive to the movie theater.,Exactly one person does drive to the movie theater.,"{'entailment': 43.5, 'neutral': 50.1, 'contradiction': 6.4}",neutral,entailment
It is Omar who does drive to the movie theater.,More than one person does drive to the movie theater.,"{'entailment': 21.8, 'neutral': 75.5, 'contradiction': 2.8}",neutral,contradiction
It is Omar who does drive to the movie theater.,Exactly one person does drive to the college campuses.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.6}",contradiction,neutral
It isn't Omar who does drive to the movie theater.,Exactly one person does drive to the movie theater.,"{'entailment': 0.5, 'neutral': 2.6, 'contradiction': 96.9}",contradiction,entailment
It isn't Omar who does drive to the movie theater.,More than one person does drive to the movie theater.,"{'entailment': 96.9, 'neutral': 3.0, 'contradiction': 0.2}",entailment,contradiction
It isn't Omar who does drive to the movie theater.,Exactly one person does drive to the college campuses.,"{'entailment': 0.0, 'neutral': 3.2, 'contradiction': 96.7}",contradiction,neutral
Is it Omar who does drive to the movie theater?,Exactly one person does drive to the movie theater.,"{'entailment': 0.9, 'neutral': 75.9, 'contradiction': 23.2}",contradiction,entailment
Is it Omar who does drive to the movie theater?,More than one person does drive to the movie theater.,"{'entailment': 29.2, 'neutral': 70.0, 'contradiction': 0.7}",neutral,contradiction
Is it Omar who does drive to the movie theater?,Exactly one person does drive to the college campuses.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
It might be Omar who does drive to the movie theater.,Exactly one person does drive to the movie theater.,"{'entailment': 2.2, 'neutral': 61.7, 'contradiction': 36.2}",contradiction,entailment
It might be Omar who does drive to the movie theater.,More than one person does drive to the movie theater.,"{'entailment': 37.0, 'neutral': 62.0, 'contradiction': 1.0}",neutral,contradiction
It might be Omar who does drive to the movie theater.,Exactly one person does drive to the college campuses.,"{'entailment': 0.0, 'neutral': 0.2, 'contradiction': 99.7}",contradiction,neutral
"If it is Omar who does drive to the movie theater, it's okay",Exactly one person does drive to the movie theater.,"{'entailment': 4.4, 'neutral': 78.8, 'contradiction': 16.8}",contradiction,entailment
"If it is Omar who does drive to the movie theater, it's okay",More than one person does drive to the movie theater.,"{'entailment': 8.0, 'neutral': 90.2, 'contradiction': 1.8}",neutral,contradiction
"If it is Omar who does drive to the movie theater, it's okay",Exactly one person does drive to the college campuses.,"{'entailment': 0.0, 'neutral': 0.7, 'contradiction': 99.3}",contradiction,neutral
It isn't Omar who does drive to the movie theater.,It is Omar who does drive to the movie theater.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Omar who does drive to the movie theater?,It is Omar who does drive to the movie theater.,"{'entailment': 2.6, 'neutral': 96.1, 'contradiction': 1.3}",neutral,neutral
It might be Omar who does drive to the movie theater.,It is Omar who does drive to the movie theater.,"{'entailment': 7.9, 'neutral': 86.5, 'contradiction': 5.7}",neutral,neutral
"If it is Omar who does drive to the movie theater, it's okay",It is Omar who does drive to the movie theater.,"{'entailment': 70.7, 'neutral': 28.7, 'contradiction': 0.6}",entailment,neutral
It is Alice who doubts Donna described Stacey.,Exactly one person doubts Donna described Stacey.,"{'entailment': 84.8, 'neutral': 11.5, 'contradiction': 3.7}",entailment,entailment
It is Alice who doubts Donna described Stacey.,More than one person doubts Donna described Stacey.,"{'entailment': 35.5, 'neutral': 63.6, 'contradiction': 1.0}",neutral,contradiction
It is Alice who doubts Donna described Stacey.,Exactly one person doubts Timothy had resembled the paintings.,"{'entailment': 3.2, 'neutral': 5.2, 'contradiction': 91.7}",contradiction,neutral
It isn't Alice who doubts Donna described Stacey.,Exactly one person doubts Donna described Stacey.,"{'entailment': 0.2, 'neutral': 1.3, 'contradiction': 98.5}",contradiction,entailment
It isn't Alice who doubts Donna described Stacey.,More than one person doubts Donna described Stacey.,"{'entailment': 98.3, 'neutral': 1.6, 'contradiction': 0.1}",entailment,contradiction
It isn't Alice who doubts Donna described Stacey.,Exactly one person doubts Timothy had resembled the paintings.,"{'entailment': 0.0, 'neutral': 0.6, 'contradiction': 99.4}",contradiction,neutral
Is it Alice who doubts Donna described Stacey?,Exactly one person doubts Donna described Stacey.,"{'entailment': 1.9, 'neutral': 61.7, 'contradiction': 36.4}",contradiction,entailment
Is it Alice who doubts Donna described Stacey?,More than one person doubts Donna described Stacey.,"{'entailment': 63.9, 'neutral': 35.7, 'contradiction': 0.4}",entailment,contradiction
Is it Alice who doubts Donna described Stacey?,Exactly one person doubts Timothy had resembled the paintings.,"{'entailment': 0.3, 'neutral': 2.3, 'contradiction': 97.5}",contradiction,neutral
It might be Alice who doubts Donna described Stacey.,Exactly one person doubts Donna described Stacey.,"{'entailment': 7.1, 'neutral': 41.8, 'contradiction': 51.1}",contradiction,entailment
It might be Alice who doubts Donna described Stacey.,More than one person doubts Donna described Stacey.,"{'entailment': 76.1, 'neutral': 23.3, 'contradiction': 0.6}",entailment,contradiction
It might be Alice who doubts Donna described Stacey.,Exactly one person doubts Timothy had resembled the paintings.,"{'entailment': 0.6, 'neutral': 1.8, 'contradiction': 97.6}",contradiction,neutral
"If it is Alice who doubts Donna described Stacey, it's okay",Exactly one person doubts Donna described Stacey.,"{'entailment': 4.9, 'neutral': 59.7, 'contradiction': 35.4}",contradiction,entailment
"If it is Alice who doubts Donna described Stacey, it's okay",More than one person doubts Donna described Stacey.,"{'entailment': 34.4, 'neutral': 64.9, 'contradiction': 0.7}",neutral,contradiction
"If it is Alice who doubts Donna described Stacey, it's okay",Exactly one person doubts Timothy had resembled the paintings.,"{'entailment': 0.2, 'neutral': 2.0, 'contradiction': 97.8}",contradiction,neutral
It isn't Alice who doubts Donna described Stacey.,It is Alice who doubts Donna described Stacey.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Alice who doubts Donna described Stacey?,It is Alice who doubts Donna described Stacey.,"{'entailment': 2.7, 'neutral': 95.5, 'contradiction': 1.8}",neutral,neutral
It might be Alice who doubts Donna described Stacey.,It is Alice who doubts Donna described Stacey.,"{'entailment': 7.9, 'neutral': 83.5, 'contradiction': 8.6}",contradiction,neutral
"If it is Alice who doubts Donna described Stacey, it's okay",It is Alice who doubts Donna described Stacey.,"{'entailment': 64.5, 'neutral': 34.5, 'contradiction': 1.0}",entailment,neutral
It is Irene that kissed David.,Exactly one person kissed David.,"{'entailment': 34.4, 'neutral': 63.3, 'contradiction': 2.3}",neutral,entailment
It is Irene that kissed David.,More than one person kissed David.,"{'entailment': 10.3, 'neutral': 89.0, 'contradiction': 0.8}",neutral,contradiction
It is Irene that kissed David.,Exactly one person kissed Cindy.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.9}",contradiction,neutral
It isn't Irene that kissed David.,Exactly one person kissed David.,"{'entailment': 0.8, 'neutral': 5.8, 'contradiction': 93.4}",contradiction,entailment
It isn't Irene that kissed David.,More than one person kissed David.,"{'entailment': 93.5, 'neutral': 6.4, 'contradiction': 0.1}",entailment,contradiction
It isn't Irene that kissed David.,Exactly one person kissed Cindy.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
Is it Irene that kissed David?,Exactly one person kissed David.,"{'entailment': 2.4, 'neutral': 68.5, 'contradiction': 29.1}",contradiction,entailment
Is it Irene that kissed David?,More than one person kissed David.,"{'entailment': 35.6, 'neutral': 63.9, 'contradiction': 0.5}",neutral,contradiction
Is it Irene that kissed David?,Exactly one person kissed Cindy.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,neutral
It might be Irene that kissed David.,Exactly one person kissed David.,"{'entailment': 3.7, 'neutral': 76.3, 'contradiction': 20.1}",contradiction,entailment
It might be Irene that kissed David.,More than one person kissed David.,"{'entailment': 21.9, 'neutral': 77.6, 'contradiction': 0.6}",neutral,contradiction
It might be Irene that kissed David.,Exactly one person kissed Cindy.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,neutral
"If it is Irene that kissed David, it's okay",Exactly one person kissed David.,"{'entailment': 5.5, 'neutral': 87.1, 'contradiction': 7.4}",contradiction,entailment
"If it is Irene that kissed David, it's okay",More than one person kissed David.,"{'entailment': 13.1, 'neutral': 86.1, 'contradiction': 0.8}",neutral,contradiction
"If it is Irene that kissed David, it's okay",Exactly one person kissed Cindy.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
It isn't Irene that kissed David.,It is Irene that kissed David.,"{'entailment': 0.1, 'neutral': 0.2, 'contradiction': 99.7}",contradiction,contradiction
Is it Irene that kissed David?,It is Irene that kissed David.,"{'entailment': 3.6, 'neutral': 94.1, 'contradiction': 2.3}",neutral,neutral
It might be Irene that kissed David.,It is Irene that kissed David.,"{'entailment': 4.9, 'neutral': 89.9, 'contradiction': 5.2}",contradiction,neutral
"If it is Irene that kissed David, it's okay",It is Irene that kissed David.,"{'entailment': 56.5, 'neutral': 42.8, 'contradiction': 0.8}",entailment,neutral
It is Anna that passed that hill.,Exactly one person passed that hill.,"{'entailment': 19.5, 'neutral': 78.1, 'contradiction': 2.4}",neutral,entailment
It is Anna that passed that hill.,More than one person passed that hill.,"{'entailment': 33.6, 'neutral': 65.3, 'contradiction': 1.1}",neutral,contradiction
It is Anna that passed that hill.,Exactly one person passed the cafe.,"{'entailment': 2.7, 'neutral': 25.1, 'contradiction': 72.1}",contradiction,neutral
It isn't Anna that passed that hill.,Exactly one person passed that hill.,"{'entailment': 0.3, 'neutral': 2.2, 'contradiction': 97.5}",contradiction,entailment
It isn't Anna that passed that hill.,More than one person passed that hill.,"{'entailment': 94.9, 'neutral': 5.0, 'contradiction': 0.1}",entailment,contradiction
It isn't Anna that passed that hill.,Exactly one person passed the cafe.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
Is it Anna that passed that hill?,Exactly one person passed that hill.,"{'entailment': 0.8, 'neutral': 38.9, 'contradiction': 60.3}",contradiction,entailment
Is it Anna that passed that hill?,More than one person passed that hill.,"{'entailment': 51.2, 'neutral': 48.4, 'contradiction': 0.5}",entailment,contradiction
Is it Anna that passed that hill?,Exactly one person passed the cafe.,"{'entailment': 0.0, 'neutral': 1.3, 'contradiction': 98.6}",contradiction,neutral
It might be Anna that passed that hill.,Exactly one person passed that hill.,"{'entailment': 2.2, 'neutral': 72.0, 'contradiction': 25.8}",contradiction,entailment
It might be Anna that passed that hill.,More than one person passed that hill.,"{'entailment': 37.1, 'neutral': 62.2, 'contradiction': 0.7}",neutral,contradiction
It might be Anna that passed that hill.,Exactly one person passed the cafe.,"{'entailment': 0.1, 'neutral': 3.1, 'contradiction': 96.8}",contradiction,neutral
"If it is Anna that passed that hill, it's okay",Exactly one person passed that hill.,"{'entailment': 3.2, 'neutral': 82.3, 'contradiction': 14.5}",contradiction,entailment
"If it is Anna that passed that hill, it's okay",More than one person passed that hill.,"{'entailment': 10.6, 'neutral': 87.9, 'contradiction': 1.6}",neutral,contradiction
"If it is Anna that passed that hill, it's okay",Exactly one person passed the cafe.,"{'entailment': 0.1, 'neutral': 2.7, 'contradiction': 97.2}",contradiction,neutral
It isn't Anna that passed that hill.,It is Anna that passed that hill.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Anna that passed that hill?,It is Anna that passed that hill.,"{'entailment': 2.6, 'neutral': 95.7, 'contradiction': 1.8}",neutral,neutral
It might be Anna that passed that hill.,It is Anna that passed that hill.,"{'entailment': 3.4, 'neutral': 91.4, 'contradiction': 5.2}",contradiction,neutral
"If it is Anna that passed that hill, it's okay",It is Anna that passed that hill.,"{'entailment': 63.4, 'neutral': 35.9, 'contradiction': 0.7}",entailment,neutral
It is Marla that is researching the Great Lakes.,Exactly one person is researching the Great Lakes.,"{'entailment': 50.7, 'neutral': 45.5, 'contradiction': 3.8}",entailment,entailment
It is Marla that is researching the Great Lakes.,More than one person is researching the Great Lakes.,"{'entailment': 9.2, 'neutral': 89.8, 'contradiction': 1.0}",neutral,contradiction
It is Marla that is researching the Great Lakes.,Exactly one person is researching the Borgias.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.9}",contradiction,neutral
It isn't Marla that is researching the Great Lakes.,Exactly one person is researching the Great Lakes.,"{'entailment': 0.3, 'neutral': 1.2, 'contradiction': 98.5}",contradiction,entailment
It isn't Marla that is researching the Great Lakes.,More than one person is researching the Great Lakes.,"{'entailment': 96.6, 'neutral': 3.3, 'contradiction': 0.1}",entailment,contradiction
It isn't Marla that is researching the Great Lakes.,Exactly one person is researching the Borgias.,"{'entailment': 0.1, 'neutral': 1.1, 'contradiction': 98.8}",contradiction,neutral
Is it Marla that is researching the Great Lakes?,Exactly one person is researching the Great Lakes.,"{'entailment': 1.1, 'neutral': 56.5, 'contradiction': 42.4}",contradiction,entailment
Is it Marla that is researching the Great Lakes?,More than one person is researching the Great Lakes.,"{'entailment': 28.5, 'neutral': 70.9, 'contradiction': 0.6}",neutral,contradiction
Is it Marla that is researching the Great Lakes?,Exactly one person is researching the Borgias.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
It might be Marla that is researching the Great Lakes.,Exactly one person is researching the Great Lakes.,"{'entailment': 4.4, 'neutral': 74.2, 'contradiction': 21.4}",contradiction,entailment
It might be Marla that is researching the Great Lakes.,More than one person is researching the Great Lakes.,"{'entailment': 8.7, 'neutral': 90.5, 'contradiction': 0.8}",neutral,contradiction
It might be Marla that is researching the Great Lakes.,Exactly one person is researching the Borgias.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,neutral
"If it is Marla that is researching the Great Lakes, it's okay",Exactly one person is researching the Great Lakes.,"{'entailment': 6.1, 'neutral': 79.4, 'contradiction': 14.5}",contradiction,entailment
"If it is Marla that is researching the Great Lakes, it's okay",More than one person is researching the Great Lakes.,"{'entailment': 6.6, 'neutral': 92.3, 'contradiction': 1.2}",neutral,contradiction
"If it is Marla that is researching the Great Lakes, it's okay",Exactly one person is researching the Borgias.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,neutral
It isn't Marla that is researching the Great Lakes.,It is Marla that is researching the Great Lakes.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Marla that is researching the Great Lakes?,It is Marla that is researching the Great Lakes.,"{'entailment': 2.3, 'neutral': 96.1, 'contradiction': 1.6}",neutral,neutral
It might be Marla that is researching the Great Lakes.,It is Marla that is researching the Great Lakes.,"{'entailment': 4.9, 'neutral': 90.6, 'contradiction': 4.5}",neutral,neutral
"If it is Marla that is researching the Great Lakes, it's okay",It is Marla that is researching the Great Lakes.,"{'entailment': 65.1, 'neutral': 34.3, 'contradiction': 0.6}",entailment,neutral
It is Lori that had loved Jason.,Exactly one person had loved Jason.,"{'entailment': 45.5, 'neutral': 52.0, 'contradiction': 2.5}",neutral,entailment
It is Lori that had loved Jason.,More than one person had loved Jason.,"{'entailment': 14.0, 'neutral': 85.4, 'contradiction': 0.7}",neutral,contradiction
It is Lori that had loved Jason.,Exactly one person had loved Alice.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
It isn't Lori that had loved Jason.,Exactly one person had loved Jason.,"{'entailment': 0.3, 'neutral': 1.7, 'contradiction': 98.0}",contradiction,entailment
It isn't Lori that had loved Jason.,More than one person had loved Jason.,"{'entailment': 94.2, 'neutral': 5.7, 'contradiction': 0.1}",entailment,contradiction
It isn't Lori that had loved Jason.,Exactly one person had loved Alice.,"{'entailment': 0.0, 'neutral': 0.6, 'contradiction': 99.4}",contradiction,neutral
Is it Lori that had loved Jason?,Exactly one person had loved Jason.,"{'entailment': 2.0, 'neutral': 74.9, 'contradiction': 23.2}",contradiction,entailment
Is it Lori that had loved Jason?,More than one person had loved Jason.,"{'entailment': 25.0, 'neutral': 74.5, 'contradiction': 0.6}",neutral,contradiction
Is it Lori that had loved Jason?,Exactly one person had loved Alice.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
It might be Lori that had loved Jason.,Exactly one person had loved Jason.,"{'entailment': 4.6, 'neutral': 81.6, 'contradiction': 13.7}",contradiction,entailment
It might be Lori that had loved Jason.,More than one person had loved Jason.,"{'entailment': 19.1, 'neutral': 80.2, 'contradiction': 0.6}",neutral,contradiction
It might be Lori that had loved Jason.,Exactly one person had loved Alice.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
"If it is Lori that had loved Jason, it's okay",Exactly one person had loved Jason.,"{'entailment': 5.3, 'neutral': 80.9, 'contradiction': 13.7}",contradiction,entailment
"If it is Lori that had loved Jason, it's okay",More than one person had loved Jason.,"{'entailment': 12.2, 'neutral': 86.9, 'contradiction': 0.8}",neutral,contradiction
"If it is Lori that had loved Jason, it's okay",Exactly one person had loved Alice.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
It isn't Lori that had loved Jason.,It is Lori that had loved Jason.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Lori that had loved Jason?,It is Lori that had loved Jason.,"{'entailment': 4.1, 'neutral': 94.4, 'contradiction': 1.5}",neutral,neutral
It might be Lori that had loved Jason.,It is Lori that had loved Jason.,"{'entailment': 7.9, 'neutral': 89.1, 'contradiction': 3.0}",neutral,neutral
"If it is Lori that had loved Jason, it's okay",It is Lori that had loved Jason.,"{'entailment': 69.3, 'neutral': 30.0, 'contradiction': 0.7}",entailment,neutral
It is Cynthia who had respected Andrea.,Exactly one person had respected Andrea.,"{'entailment': 48.0, 'neutral': 48.4, 'contradiction': 3.5}",neutral,entailment
It is Cynthia who had respected Andrea.,More than one person had respected Andrea.,"{'entailment': 41.6, 'neutral': 57.9, 'contradiction': 0.5}",neutral,contradiction
It is Cynthia who had respected Andrea.,Exactly one person had respected Richard.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.6}",contradiction,neutral
It isn't Cynthia who had respected Andrea.,Exactly one person had respected Andrea.,"{'entailment': 0.4, 'neutral': 2.4, 'contradiction': 97.3}",contradiction,entailment
It isn't Cynthia who had respected Andrea.,More than one person had respected Andrea.,"{'entailment': 96.9, 'neutral': 3.0, 'contradiction': 0.1}",entailment,contradiction
It isn't Cynthia who had respected Andrea.,Exactly one person had respected Richard.,"{'entailment': 0.0, 'neutral': 0.7, 'contradiction': 99.2}",contradiction,neutral
Is it Cynthia who had respected Andrea?,Exactly one person had respected Andrea.,"{'entailment': 0.9, 'neutral': 56.5, 'contradiction': 42.6}",contradiction,entailment
Is it Cynthia who had respected Andrea?,More than one person had respected Andrea.,"{'entailment': 43.6, 'neutral': 55.9, 'contradiction': 0.4}",neutral,contradiction
Is it Cynthia who had respected Andrea?,Exactly one person had respected Richard.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
It might be Cynthia who had respected Andrea.,Exactly one person had respected Andrea.,"{'entailment': 3.5, 'neutral': 71.2, 'contradiction': 25.3}",contradiction,entailment
It might be Cynthia who had respected Andrea.,More than one person had respected Andrea.,"{'entailment': 55.8, 'neutral': 43.7, 'contradiction': 0.5}",entailment,contradiction
It might be Cynthia who had respected Andrea.,Exactly one person had respected Richard.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
"If it is Cynthia who had respected Andrea, it's okay",Exactly one person had respected Andrea.,"{'entailment': 3.7, 'neutral': 77.2, 'contradiction': 19.0}",contradiction,entailment
"If it is Cynthia who had respected Andrea, it's okay",More than one person had respected Andrea.,"{'entailment': 16.1, 'neutral': 83.2, 'contradiction': 0.7}",neutral,contradiction
"If it is Cynthia who had respected Andrea, it's okay",Exactly one person had respected Richard.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
It isn't Cynthia who had respected Andrea.,It is Cynthia who had respected Andrea.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Cynthia who had respected Andrea?,It is Cynthia who had respected Andrea.,"{'entailment': 3.6, 'neutral': 94.8, 'contradiction': 1.5}",neutral,neutral
It might be Cynthia who had respected Andrea.,It is Cynthia who had respected Andrea.,"{'entailment': 9.1, 'neutral': 87.4, 'contradiction': 3.4}",neutral,neutral
"If it is Cynthia who had respected Andrea, it's okay",It is Cynthia who had respected Andrea.,"{'entailment': 71.5, 'neutral': 27.9, 'contradiction': 0.6}",entailment,neutral
It is Julie that talks to Theodore.,Exactly one person talks to Theodore.,"{'entailment': 43.0, 'neutral': 50.7, 'contradiction': 6.3}",neutral,entailment
It is Julie that talks to Theodore.,More than one person talks to Theodore.,"{'entailment': 68.1, 'neutral': 31.2, 'contradiction': 0.7}",entailment,contradiction
It is Julie that talks to Theodore.,Exactly one person talks to Bradley.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.4}",contradiction,neutral
It isn't Julie that talks to Theodore.,Exactly one person talks to Theodore.,"{'entailment': 0.5, 'neutral': 2.1, 'contradiction': 97.4}",contradiction,entailment
It isn't Julie that talks to Theodore.,More than one person talks to Theodore.,"{'entailment': 97.5, 'neutral': 2.4, 'contradiction': 0.1}",entailment,contradiction
It isn't Julie that talks to Theodore.,Exactly one person talks to Bradley.,"{'entailment': 0.0, 'neutral': 0.5, 'contradiction': 99.5}",contradiction,neutral
Is it Julie that talks to Theodore?,Exactly one person talks to Theodore.,"{'entailment': 0.9, 'neutral': 26.3, 'contradiction': 72.8}",contradiction,entailment
Is it Julie that talks to Theodore?,More than one person talks to Theodore.,"{'entailment': 86.9, 'neutral': 12.9, 'contradiction': 0.2}",entailment,contradiction
Is it Julie that talks to Theodore?,Exactly one person talks to Bradley.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
It might be Julie that talks to Theodore.,Exactly one person talks to Theodore.,"{'entailment': 1.5, 'neutral': 29.4, 'contradiction': 69.0}",contradiction,entailment
It might be Julie that talks to Theodore.,More than one person talks to Theodore.,"{'entailment': 78.4, 'neutral': 21.3, 'contradiction': 0.3}",entailment,contradiction
It might be Julie that talks to Theodore.,Exactly one person talks to Bradley.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
"If it is Julie that talks to Theodore, it's okay",Exactly one person talks to Theodore.,"{'entailment': 5.1, 'neutral': 64.1, 'contradiction': 30.7}",contradiction,entailment
"If it is Julie that talks to Theodore, it's okay",More than one person talks to Theodore.,"{'entailment': 51.0, 'neutral': 48.3, 'contradiction': 0.7}",entailment,contradiction
"If it is Julie that talks to Theodore, it's okay",Exactly one person talks to Bradley.,"{'entailment': 0.0, 'neutral': 0.5, 'contradiction': 99.5}",contradiction,neutral
It isn't Julie that talks to Theodore.,It is Julie that talks to Theodore.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Julie that talks to Theodore?,It is Julie that talks to Theodore.,"{'entailment': 2.3, 'neutral': 96.1, 'contradiction': 1.5}",neutral,neutral
It might be Julie that talks to Theodore.,It is Julie that talks to Theodore.,"{'entailment': 4.6, 'neutral': 90.9, 'contradiction': 4.5}",neutral,neutral
"If it is Julie that talks to Theodore, it's okay",It is Julie that talks to Theodore.,"{'entailment': 49.4, 'neutral': 49.8, 'contradiction': 0.8}",neutral,neutral
It is Kayla who explored those hills.,Exactly one person explored those hills.,"{'entailment': 32.4, 'neutral': 64.9, 'contradiction': 2.7}",neutral,entailment
It is Kayla who explored those hills.,More than one person explored those hills.,"{'entailment': 23.4, 'neutral': 74.7, 'contradiction': 1.9}",neutral,contradiction
