premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
It is Margaret that buys that box.,Someone buys the newspaper article,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,591n,31,cleft_existence
It isn't Margaret that buys that box.,Someone buys that box,negated,Not_In_Example,Not_In_Example,positive,0,cleft_existence,592e,31,cleft_existence
It isn't Margaret that buys that box.,No one buys that box,negated,Not_In_Example,Not_In_Example,negated,2,cleft_existence,593c,31,cleft_existence
It isn't Margaret that buys that box.,Someone buys the newspaper article,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,594n,31,cleft_existence
Is it Margaret that buys that box?,Someone buys that box,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_existence,595e,31,cleft_existence
Is it Margaret that buys that box?,No one buys that box,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_existence,596c,31,cleft_existence
Is it Margaret that buys that box?,Someone buys the newspaper article,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,597n,31,cleft_existence
It might be Margaret that buys that box.,Someone buys that box,modal,Not_In_Example,Not_In_Example,positive,0,cleft_existence,598e,31,cleft_existence
It might be Margaret that buys that box.,No one buys that box,modal,Not_In_Example,Not_In_Example,negated,2,cleft_existence,599c,31,cleft_existence
It might be Margaret that buys that box.,Someone buys the newspaper article,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,600n,31,cleft_existence
"If it is Margaret that buys that box, it's okay",Someone buys that box,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_existence,601e,31,cleft_existence
"If it is Margaret that buys that box, it's okay",No one buys that box,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_existence,602c,31,cleft_existence
"If it is Margaret that buys that box, it's okay",Someone buys the newspaper article,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,603n,31,cleft_existence
It isn't Margaret that buys that box.,It is Margaret that buys that box.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_existence,604c,31,cleft_existence
Is it Margaret that buys that box?,It is Margaret that buys that box.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_existence,605n,31,cleft_existence
It might be Margaret that buys that box.,It is Margaret that buys that box.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_existence,606n,31,cleft_existence
"If it is Margaret that buys that box, it's okay",It is Margaret that buys that box.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_existence,607n,31,cleft_existence
It is Carl who does scan newspaper articles.,Someone does scan newspaper articles,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_existence,608e,32,cleft_existence
It is Carl who does scan newspaper articles.,No one does scan newspaper articles,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_existence,609c,32,cleft_existence
It is Carl who does scan newspaper articles.,Someone did scan that newspaper article,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,610n,32,cleft_existence
It isn't Carl who does scan newspaper articles.,Someone does scan newspaper articles,negated,Not_In_Example,Not_In_Example,positive,0,cleft_existence,611e,32,cleft_existence
It isn't Carl who does scan newspaper articles.,No one does scan newspaper articles,negated,Not_In_Example,Not_In_Example,negated,2,cleft_existence,612c,32,cleft_existence
It isn't Carl who does scan newspaper articles.,Someone did scan that newspaper article,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,613n,32,cleft_existence
Is it Carl who does scan newspaper articles?,Someone does scan newspaper articles,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_existence,614e,32,cleft_existence
Is it Carl who does scan newspaper articles?,No one does scan newspaper articles,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_existence,615c,32,cleft_existence
Is it Carl who does scan newspaper articles?,Someone did scan that newspaper article,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,616n,32,cleft_existence
It might be Carl who does scan newspaper articles.,Someone does scan newspaper articles,modal,Not_In_Example,Not_In_Example,positive,0,cleft_existence,617e,32,cleft_existence
It might be Carl who does scan newspaper articles.,No one does scan newspaper articles,modal,Not_In_Example,Not_In_Example,negated,2,cleft_existence,618c,32,cleft_existence
It might be Carl who does scan newspaper articles.,Someone did scan that newspaper article,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,619n,32,cleft_existence
"If it is Carl who does scan newspaper articles, it's okay",Someone does scan newspaper articles,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_existence,620e,32,cleft_existence
"If it is Carl who does scan newspaper articles, it's okay",No one does scan newspaper articles,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_existence,621c,32,cleft_existence
"If it is Carl who does scan newspaper articles, it's okay",Someone did scan that newspaper article,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,622n,32,cleft_existence
It isn't Carl who does scan newspaper articles.,It is Carl who does scan newspaper articles.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_existence,623c,32,cleft_existence
Is it Carl who does scan newspaper articles?,It is Carl who does scan newspaper articles.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_existence,624n,32,cleft_existence
It might be Carl who does scan newspaper articles.,It is Carl who does scan newspaper articles.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_existence,625n,32,cleft_existence
"If it is Carl who does scan newspaper articles, it's okay",It is Carl who does scan newspaper articles.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_existence,626n,32,cleft_existence
It is Suzanne who has dropped by the rivers.,Someone has dropped by the rivers,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_existence,627e,33,cleft_existence
It is Suzanne who has dropped by the rivers.,No one has dropped by the rivers,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_existence,628c,33,cleft_existence
It is Suzanne who has dropped by the rivers.,Someone had dropped by these glaciers,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,629n,33,cleft_existence
It isn't Suzanne who has dropped by the rivers.,Someone has dropped by the rivers,negated,Not_In_Example,Not_In_Example,positive,0,cleft_existence,630e,33,cleft_existence
It isn't Suzanne who has dropped by the rivers.,No one has dropped by the rivers,negated,Not_In_Example,Not_In_Example,negated,2,cleft_existence,631c,33,cleft_existence
It isn't Suzanne who has dropped by the rivers.,Someone had dropped by these glaciers,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_existence,632n,33,cleft_existence
It is Sherry that does dislike Allison.,Exactly one person does dislike Allison.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,0e,0,cleft_uniqueness
It is Sherry that does dislike Allison.,More than one person does dislike Allison.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1c,0,cleft_uniqueness
It is Sherry that does dislike Allison.,Exactly one person did dislike Mitchell.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,2n,0,cleft_uniqueness
It isn't Sherry that does dislike Allison.,Exactly one person does dislike Allison.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,3e,0,cleft_uniqueness
It isn't Sherry that does dislike Allison.,More than one person does dislike Allison.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,4c,0,cleft_uniqueness
It isn't Sherry that does dislike Allison.,Exactly one person did dislike Mitchell.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,5n,0,cleft_uniqueness
Is it Sherry that does dislike Allison?,Exactly one person does dislike Allison.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,6e,0,cleft_uniqueness
Is it Sherry that does dislike Allison?,More than one person does dislike Allison.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,7c,0,cleft_uniqueness
Is it Sherry that does dislike Allison?,Exactly one person did dislike Mitchell.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,8n,0,cleft_uniqueness
It might be Sherry that does dislike Allison.,Exactly one person does dislike Allison.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,9e,0,cleft_uniqueness
It might be Sherry that does dislike Allison.,More than one person does dislike Allison.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,10c,0,cleft_uniqueness
It might be Sherry that does dislike Allison.,Exactly one person did dislike Mitchell.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,11n,0,cleft_uniqueness
"If it is Sherry that does dislike Allison, it's okay",Exactly one person does dislike Allison.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,12e,0,cleft_uniqueness
"If it is Sherry that does dislike Allison, it's okay",More than one person does dislike Allison.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,13c,0,cleft_uniqueness
"If it is Sherry that does dislike Allison, it's okay",Exactly one person did dislike Mitchell.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,14n,0,cleft_uniqueness
It isn't Sherry that does dislike Allison.,It is Sherry that does dislike Allison.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,15c,0,cleft_uniqueness
Is it Sherry that does dislike Allison?,It is Sherry that does dislike Allison.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,16n,0,cleft_uniqueness
It might be Sherry that does dislike Allison.,It is Sherry that does dislike Allison.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,17n,0,cleft_uniqueness
"If it is Sherry that does dislike Allison, it's okay",It is Sherry that does dislike Allison.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,18n,0,cleft_uniqueness
It is Laura who sounded like Raymond.,Exactly one person sounded like Raymond.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,19e,1,cleft_uniqueness
It is Laura who sounded like Raymond.,More than one person sounded like Raymond.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,20c,1,cleft_uniqueness
It is Laura who sounded like Raymond.,Exactly one person sounded like the guy.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,21n,1,cleft_uniqueness
It isn't Laura who sounded like Raymond.,Exactly one person sounded like Raymond.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,22e,1,cleft_uniqueness
It isn't Laura who sounded like Raymond.,More than one person sounded like Raymond.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,23c,1,cleft_uniqueness
It isn't Laura who sounded like Raymond.,Exactly one person sounded like the guy.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,24n,1,cleft_uniqueness
Is it Laura who sounded like Raymond?,Exactly one person sounded like Raymond.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,25e,1,cleft_uniqueness
Is it Laura who sounded like Raymond?,More than one person sounded like Raymond.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,26c,1,cleft_uniqueness
Is it Laura who sounded like Raymond?,Exactly one person sounded like the guy.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,27n,1,cleft_uniqueness
It might be Laura who sounded like Raymond.,Exactly one person sounded like Raymond.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,28e,1,cleft_uniqueness
It might be Laura who sounded like Raymond.,More than one person sounded like Raymond.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,29c,1,cleft_uniqueness
It might be Laura who sounded like Raymond.,Exactly one person sounded like the guy.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,30n,1,cleft_uniqueness
"If it is Laura who sounded like Raymond, it's okay",Exactly one person sounded like Raymond.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,31e,1,cleft_uniqueness
"If it is Laura who sounded like Raymond, it's okay",More than one person sounded like Raymond.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,32c,1,cleft_uniqueness
"If it is Laura who sounded like Raymond, it's okay",Exactly one person sounded like the guy.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,33n,1,cleft_uniqueness
It isn't Laura who sounded like Raymond.,It is Laura who sounded like Raymond.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,34c,1,cleft_uniqueness
Is it Laura who sounded like Raymond?,It is Laura who sounded like Raymond.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,35n,1,cleft_uniqueness
It might be Laura who sounded like Raymond.,It is Laura who sounded like Raymond.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,36n,1,cleft_uniqueness
"If it is Laura who sounded like Raymond, it's okay",It is Laura who sounded like Raymond.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,37n,1,cleft_uniqueness
It is Carol that does persuade these associations to argue.,Exactly one person does persuade these associations to argue.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,38e,2,cleft_uniqueness
It is Carol that does persuade these associations to argue.,More than one person does persuade these associations to argue.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,39c,2,cleft_uniqueness
It is Carol that does persuade these associations to argue.,Exactly one person did persuade Candice's guests to donate.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,40n,2,cleft_uniqueness
It isn't Carol that does persuade these associations to argue.,Exactly one person does persuade these associations to argue.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,41e,2,cleft_uniqueness
It isn't Carol that does persuade these associations to argue.,More than one person does persuade these associations to argue.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,42c,2,cleft_uniqueness
It isn't Carol that does persuade these associations to argue.,Exactly one person did persuade Candice's guests to donate.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,43n,2,cleft_uniqueness
Is it Carol that does persuade these associations to argue?,Exactly one person does persuade these associations to argue.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,44e,2,cleft_uniqueness
Is it Carol that does persuade these associations to argue?,More than one person does persuade these associations to argue.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,45c,2,cleft_uniqueness
Is it Carol that does persuade these associations to argue?,Exactly one person did persuade Candice's guests to donate.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,46n,2,cleft_uniqueness
It might be Carol that does persuade these associations to argue.,Exactly one person does persuade these associations to argue.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,47e,2,cleft_uniqueness
It might be Carol that does persuade these associations to argue.,More than one person does persuade these associations to argue.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,48c,2,cleft_uniqueness
It might be Carol that does persuade these associations to argue.,Exactly one person did persuade Candice's guests to donate.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,49n,2,cleft_uniqueness
"If it is Carol that does persuade these associations to argue, it's okay",Exactly one person does persuade these associations to argue.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,50e,2,cleft_uniqueness
"If it is Carol that does persuade these associations to argue, it's okay",More than one person does persuade these associations to argue.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,51c,2,cleft_uniqueness
"If it is Carol that does persuade these associations to argue, it's okay",Exactly one person did persuade Candice's guests to donate.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,52n,2,cleft_uniqueness
It isn't Carol that does persuade these associations to argue.,It is Carol that does persuade these associations to argue.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,53c,2,cleft_uniqueness
Is it Carol that does persuade these associations to argue?,It is Carol that does persuade these associations to argue.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,54n,2,cleft_uniqueness
It might be Carol that does persuade these associations to argue.,It is Carol that does persuade these associations to argue.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,55n,2,cleft_uniqueness
"If it is Carol that does persuade these associations to argue, it's okay",It is Carol that does persuade these associations to argue.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,56n,2,cleft_uniqueness
It is Robert who does investigate Anne.,Exactly one person does investigate Anne.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,57e,3,cleft_uniqueness
It is Robert who does investigate Anne.,More than one person does investigate Anne.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,58c,3,cleft_uniqueness
It is Robert who does investigate Anne.,Exactly one person does investigate Nina.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,59n,3,cleft_uniqueness
It isn't Robert who does investigate Anne.,Exactly one person does investigate Anne.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,60e,3,cleft_uniqueness
It isn't Robert who does investigate Anne.,More than one person does investigate Anne.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,61c,3,cleft_uniqueness
It isn't Robert who does investigate Anne.,Exactly one person does investigate Nina.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,62n,3,cleft_uniqueness
Is it Robert who does investigate Anne?,Exactly one person does investigate Anne.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,63e,3,cleft_uniqueness
Is it Robert who does investigate Anne?,More than one person does investigate Anne.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,64c,3,cleft_uniqueness
Is it Robert who does investigate Anne?,Exactly one person does investigate Nina.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,65n,3,cleft_uniqueness
It might be Robert who does investigate Anne.,Exactly one person does investigate Anne.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,66e,3,cleft_uniqueness
It might be Robert who does investigate Anne.,More than one person does investigate Anne.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,67c,3,cleft_uniqueness
It might be Robert who does investigate Anne.,Exactly one person does investigate Nina.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,68n,3,cleft_uniqueness
"If it is Robert who does investigate Anne, it's okay",Exactly one person does investigate Anne.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,69e,3,cleft_uniqueness
"If it is Robert who does investigate Anne, it's okay",More than one person does investigate Anne.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,70c,3,cleft_uniqueness
"If it is Robert who does investigate Anne, it's okay",Exactly one person does investigate Nina.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,71n,3,cleft_uniqueness
It isn't Robert who does investigate Anne.,It is Robert who does investigate Anne.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,72c,3,cleft_uniqueness
Is it Robert who does investigate Anne?,It is Robert who does investigate Anne.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,73n,3,cleft_uniqueness
It might be Robert who does investigate Anne.,It is Robert who does investigate Anne.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,74n,3,cleft_uniqueness
"If it is Robert who does investigate Anne, it's okay",It is Robert who does investigate Anne.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,75n,3,cleft_uniqueness
It is Denise who sounded like Helen.,Exactly one person sounded like Helen.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,76e,4,cleft_uniqueness
It is Denise who sounded like Helen.,More than one person sounded like Helen.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,77c,4,cleft_uniqueness
It is Denise who sounded like Helen.,Exactly one person sounded like that museum.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,78n,4,cleft_uniqueness
It isn't Denise who sounded like Helen.,Exactly one person sounded like Helen.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,79e,4,cleft_uniqueness
It isn't Denise who sounded like Helen.,More than one person sounded like Helen.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,80c,4,cleft_uniqueness
It isn't Denise who sounded like Helen.,Exactly one person sounded like that museum.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,81n,4,cleft_uniqueness
Is it Denise who sounded like Helen?,Exactly one person sounded like Helen.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,82e,4,cleft_uniqueness
Is it Denise who sounded like Helen?,More than one person sounded like Helen.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,83c,4,cleft_uniqueness
Is it Denise who sounded like Helen?,Exactly one person sounded like that museum.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,84n,4,cleft_uniqueness
It might be Denise who sounded like Helen.,Exactly one person sounded like Helen.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,85e,4,cleft_uniqueness
It might be Denise who sounded like Helen.,More than one person sounded like Helen.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,86c,4,cleft_uniqueness
It might be Denise who sounded like Helen.,Exactly one person sounded like that museum.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,87n,4,cleft_uniqueness
"If it is Denise who sounded like Helen, it's okay",Exactly one person sounded like Helen.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,88e,4,cleft_uniqueness
"If it is Denise who sounded like Helen, it's okay",More than one person sounded like Helen.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,89c,4,cleft_uniqueness
"If it is Denise who sounded like Helen, it's okay",Exactly one person sounded like that museum.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,90n,4,cleft_uniqueness
It isn't Denise who sounded like Helen.,It is Denise who sounded like Helen.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,91c,4,cleft_uniqueness
Is it Denise who sounded like Helen?,It is Denise who sounded like Helen.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,92n,4,cleft_uniqueness
It might be Denise who sounded like Helen.,It is Denise who sounded like Helen.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,93n,4,cleft_uniqueness
"If it is Denise who sounded like Helen, it's okay",It is Denise who sounded like Helen.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,94n,4,cleft_uniqueness
It is Charles that has ordered Tammy to know David.,Exactly one person has ordered Tammy to know David.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,95e,5,cleft_uniqueness
It is Charles that has ordered Tammy to know David.,More than one person has ordered Tammy to know David.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,96c,5,cleft_uniqueness
It is Charles that has ordered Tammy to know David.,Exactly one person has ordered these legislatures to reunite.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,97n,5,cleft_uniqueness
It isn't Charles that has ordered Tammy to know David.,Exactly one person has ordered Tammy to know David.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,98e,5,cleft_uniqueness
It isn't Charles that has ordered Tammy to know David.,More than one person has ordered Tammy to know David.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,99c,5,cleft_uniqueness
It isn't Charles that has ordered Tammy to know David.,Exactly one person has ordered these legislatures to reunite.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,100n,5,cleft_uniqueness
Is it Charles that has ordered Tammy to know David?,Exactly one person has ordered Tammy to know David.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,101e,5,cleft_uniqueness
Is it Charles that has ordered Tammy to know David?,More than one person has ordered Tammy to know David.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,102c,5,cleft_uniqueness
Is it Charles that has ordered Tammy to know David?,Exactly one person has ordered these legislatures to reunite.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,103n,5,cleft_uniqueness
It might be Charles that has ordered Tammy to know David.,Exactly one person has ordered Tammy to know David.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,104e,5,cleft_uniqueness
It might be Charles that has ordered Tammy to know David.,More than one person has ordered Tammy to know David.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,105c,5,cleft_uniqueness
It might be Charles that has ordered Tammy to know David.,Exactly one person has ordered these legislatures to reunite.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,106n,5,cleft_uniqueness
"If it is Charles that has ordered Tammy to know David, it's okay",Exactly one person has ordered Tammy to know David.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,107e,5,cleft_uniqueness
"If it is Charles that has ordered Tammy to know David, it's okay",More than one person has ordered Tammy to know David.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,108c,5,cleft_uniqueness
"If it is Charles that has ordered Tammy to know David, it's okay",Exactly one person has ordered these legislatures to reunite.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,109n,5,cleft_uniqueness
It isn't Charles that has ordered Tammy to know David.,It is Charles that has ordered Tammy to know David.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,110c,5,cleft_uniqueness
Is it Charles that has ordered Tammy to know David?,It is Charles that has ordered Tammy to know David.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,111n,5,cleft_uniqueness
It might be Charles that has ordered Tammy to know David.,It is Charles that has ordered Tammy to know David.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,112n,5,cleft_uniqueness
"If it is Charles that has ordered Tammy to know David, it's okay",It is Charles that has ordered Tammy to know David.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,113n,5,cleft_uniqueness
It is Omar who does drive to the movie theater.,Exactly one person does drive to the movie theater.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,114e,6,cleft_uniqueness
It is Omar who does drive to the movie theater.,More than one person does drive to the movie theater.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,115c,6,cleft_uniqueness
It is Omar who does drive to the movie theater.,Exactly one person does drive to the college campuses.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,116n,6,cleft_uniqueness
It isn't Omar who does drive to the movie theater.,Exactly one person does drive to the movie theater.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,117e,6,cleft_uniqueness
It isn't Omar who does drive to the movie theater.,More than one person does drive to the movie theater.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,118c,6,cleft_uniqueness
It isn't Omar who does drive to the movie theater.,Exactly one person does drive to the college campuses.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,119n,6,cleft_uniqueness
Is it Omar who does drive to the movie theater?,Exactly one person does drive to the movie theater.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,120e,6,cleft_uniqueness
Is it Omar who does drive to the movie theater?,More than one person does drive to the movie theater.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,121c,6,cleft_uniqueness
Is it Omar who does drive to the movie theater?,Exactly one person does drive to the college campuses.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,122n,6,cleft_uniqueness
It might be Omar who does drive to the movie theater.,Exactly one person does drive to the movie theater.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,123e,6,cleft_uniqueness
It might be Omar who does drive to the movie theater.,More than one person does drive to the movie theater.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,124c,6,cleft_uniqueness
It might be Omar who does drive to the movie theater.,Exactly one person does drive to the college campuses.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,125n,6,cleft_uniqueness
